name,star_name,star_age,star_age_error_min,star_age_error_max,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-998 b,Kepler-998,3.31,-1.53,1.55,Confirmed,,,,,,,0.207,0.027,0.054,5.65377733,1.059e-05,1.059e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2454964.71214,0.00155,0.00155,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19470099+4912314 b, K01885.01, KIC 11413812 b, KOI-1885 b, KOI-1885.01, WISE J194700.99+491231.3 b",,296.754151,49.208744,,,13.229,12.943,12.888,996.0,,,0.07,0.149,0.142,1.12,0.08,0.1,1.18,0.15,0.31,,6058.0,165.4,104.5,,,"2MASS J19470099+4912314, KIC 11413812, KOI-1885, WISE J194700.99+491231.3"
Kepler-999 Ab,Kepler-999 A,3.09,-0.62,0.7,Confirmed,,,,,,,0.2453,0.0526,0.0437,5.99185827,1.095e-05,1.095e-05,0.0681,,,0.0,,,85.77,,,,2016,2024-08-04,,,,,,,2454969.88214,0.00117,0.00117,,,,,,,,,,0.905,0.637,0.017,,,,,,,1355.0,,,,,,,,,Announced on a website,Primary Transit,,Primary Transit,"WISE J195838.51+461154.4 b, KOI-1886 b, KOI-1886.01, K01886.01, KIC 9549648 b, 2MASS J19583851+4611543 b",,299.660466,46.198418,12.36,,11.165,10.947,10.916,568.0,,,0.05,0.068,0.091,1.29,0.12,0.16,1.65,0.34,0.46,F8IV,6237.0,85.91,104.45,,,"KIC 9549648, WISE J195838.51+461154.4, KOI-1886a, 2MASS J19583851+4611543a"
Koenigstuhl 1 b,Koenigstuhl 1,0.2,0.05,0.05,Confirmed,53.7,6.6,5.5,,,,0.98,0.013,0.014,,,,1800.0,70.0,70.0,,,,,,,,1998,2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621.0,51.0,51.0,,,,,,,Published in a refereed paper,Imaging,Spectrum,,"LEHPM 494 b, DENIS J002105.8-424442",,5.27465872053,-42.74542363365,,13.92,12.0,11.37,11.054,23.0,2.0,2.0,,,,0.103,,,,,,M6V,2850.0,100.0,100.0,,,LEHPM 494
L 26-16 b,L 26-16,6.2,4.4,4.4,Confirmed,60.0,10.5,10.5,,,,,,,,,,2199.0,,,,,,,,,,2024,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,,,,,,,,,Published in a refereed paper,Imaging,Spectrum,,WISEA J000319.32-753320.7 b,,0.8269166666666666,-75.55584166666667,11.67,,9.097,8.415,8.213,43.4151,0.048,0.048,-0.5,0.28,0.28,0.63,0.08,0.08,0.6057,0.0613,0.0613,M0V,4012.0,125.881,125.881,,,WISEA J000319.32-753320.7
L 363-38 b,L 363-38,8.07,4.12,4.12,Confirmed,,0.00135,0.00135,0.01469,0.00135,0.00135,,,,8.781,0.007,0.007,0.048,0.006,0.006,0.01,,,,,,,2023,2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.33,0.33,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,10.855,-41.295,11.5,,,,,10.232,0.008,0.008,,,,0.21,0.014,0.014,0.274,,,,3129.0,,,,,GJ 3049
L 98-59 b,L 98-59,5.4,4.6,4.6,Confirmed,0.0013,0.0005,0.0005,,,,0.0758,0.0036,0.005505,2.2531136,1.5e-06,1.2e-06,0.02191,0.00084,0.0008,0.1,0.045,0.117,87.71,0.44,1.16,,2018,2022-10-19,192.0,155.0,70.0,,,,,,,2451365.204,,,,,,,,,0.53,0.22,0.14,,,,0.46,0.17,0.2,627.0,36.0,36.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-175 b,"CH4, H2, H2O",124.53175600520424,-68.31300150684203,11.7,,,,,10.623,0.03,0.03,-0.46,0.26,0.26,0.32,0.03,0.03,0.291,0.025,0.025,M3V,3415.0,135.0,135.0,,,TOI-175
L 98-59 c,L 98-59,5.4,4.6,4.6,Confirmed,0.00698,0.00082,0.00082,,,,0.12356,0.00669,0.00848,3.6906777,2.6e-06,1.6e-06,0.0304,0.0012,0.0012,0.103,0.058,0.045,88.11,0.16,0.36,,2018,2021-08-06,261.0,10.0,20.0,,,,,,,2451367.2751,,,,,,,,,0.6,0.066,0.08,,,,2.19,0.2,0.17,553.0,27.0,27.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-175 c,,124.53175600520424,-68.31300150684203,11.7,,,,,10.623,0.03,0.03,-0.46,0.26,0.26,0.32,0.03,0.03,0.291,0.025,0.025,M3V,3415.0,135.0,135.0,,,TOI-175
L 98-59 d,L 98-59,5.4,4.6,4.6,Confirmed,0.0061,0.00088,0.00088,,,,0.1357,0.00874,0.0107,7.4507245,4.6e-06,8e-06,0.0486,0.0019,0.0019,0.074,0.046,0.057,88.449,0.11,0.06,,2018,2021-08-06,180.0,50.0,27.0,,,,,,,2451362.7375,,,,,,,,,0.922,0.06,0.06,,,,1.5,0.19,0.22,416.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-175 d,,124.53175600520424,-68.31300150684203,11.7,,,,,10.623,0.03,0.03,-0.46,0.26,0.26,0.32,0.03,0.03,0.291,0.025,0.025,M3V,3415.0,135.0,135.0,,,TOI-175
L 98-59 e,L 98-59,5.4,4.6,4.6,Confirmed,,0.00116,0.00104,0.00963,0.00116,0.00104,,,,12.796,0.02,0.02,0.0717,0.0048,0.006,0.128,0.076,0.108,,,,,2021,2021-08-06,165.0,29.0,40.0,2458439.4,0.37,0.37,,,,,,,,,,,,,,,,,,,2.0,0.2,0.16,432.0,18.0,20.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,TOI-175 e,,124.53175600520424,-68.31300150684203,11.7,,,,,10.623,0.03,0.03,-0.46,0.26,0.26,0.32,0.03,0.03,0.291,0.025,0.025,M3V,3415.0,135.0,135.0,,,TOI-175
L 98-59 f,L 98-59,5.4,4.6,4.6,Confirmed,0.00935,0.00151,0.00145,0.00934,0.00151,0.00145,,,,23.064,0.055,0.055,0.1053,0.0024,0.0024,0.073,0.055,0.078,88.47,,,,2021,2025-07-15,4.0,64.0,58.0,2458435.4,2.5,2.5,,,,,,,,,,,,,,,,,,,1.43,0.15,0.15,289.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,TOI-175 f,,124.53175600520424,-68.31300150684203,11.7,,,,,10.623,0.03,0.03,-0.46,0.26,0.26,0.32,0.03,0.03,0.291,0.025,0.025,M3V,3415.0,135.0,135.0,,,TOI-175
L 98-59 g,L 98-59,5.4,4.6,4.6,Confirmed,,0.00038,0.00038,0.00182,0.00038,0.00038,,,,1.73615,0.00074,0.00076,0.01878,0.00044,0.00041,0.027,0.02,0.04,,,,,2025,2025-07-10,-16.0,80.0,110.0,,,,,,,,,,,,,,,,,,,,,,0.7,0.14,0.14,673.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,L 98-59.06,,124.53175600520424,-68.31300150684203,11.7,,,,,10.623,0.03,0.03,-0.46,0.26,0.26,0.32,0.03,0.03,0.291,0.025,0.025,M3V,3415.0,135.0,135.0,,,TOI-175
LEHPM 5083 b,LEHPM 5083,14.0,,,Confirmed,50.0,,,,,,,,,,,,3900.0,,,,,,,,,,2024,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,CWISE J224452.18-362946.0,,341.20089816919,-36.47938163259,16.12,,11.216,10.608,10.326,52.978,0.13635,0.13635,,,,0.33,0.02,0.02,0.346,0.01,0.01,M4V,3271.0,157.0,157.0,,,
LHS 1140 b,LHS 1140,5.0,0.0,8.0,Confirmed,0.02196,0.0028,0.0028,,,,0.15407,0.00285,0.00285,24.736,0.00025,0.00025,0.0936,0.0024,0.0024,0.06,0.06,0.0,89.912,0.07,0.07,,2017,2026-04-20,,,,,,,,,,2456915.6997,0.0054,0.0054,,,,,,,,,,,,,5.34,1.1,1.1,233.0,5.0,5.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-256 b,,11.245833353,-15.271388898,14.15,,,,,12.47,0.42,0.42,-0.24,0.1,0.1,0.146,0.019,0.019,0.186,0.013,0.013,M4.5,3131.0,100.0,100.0,,,
LHS 1140 c,LHS 1140,5.0,0.0,8.0,Confirmed,0.00569,0.00123,0.00123,,,,0.11437,0.00214,0.00214,3.777931,3e-06,3e-06,0.02675,0.0007,0.0007,0.31,0.31,0.0,89.92,0.09,0.06,,2018,2026-04-20,,,,,,,,,,2458226.84317,2.6e-05,2.6e-05,,,,,,,,,,,,,2.35,0.49,0.49,438.0,9.0,9.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-256 c,,11.245833353,-15.271388898,14.15,,,,,12.47,0.42,0.42,-0.24,0.1,0.1,0.146,0.019,0.019,0.186,0.013,0.013,M4.5,3131.0,100.0,100.0,,,
LHS 1903 b,LHS 1903,7.08,2.0,3.0,Confirmed,0.01032,0.00132,0.00132,,,,0.12329,0.0041,0.0041,2.1555098,3e-05,3e-05,0.02656,0.0006,0.0006,0.015,0.01,0.014,,,,,2026,2026-02-13,216.0,0.87,0.87,,,,,,,2458844.5771,0.001,0.001,,,,,,,0.174,0.09,0.09,,,,2.46,0.3,0.3,800.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,107.86641666666668,48.33038611111111,12.2,,,,,35.6917,0.0833,0.0833,-0.11,0.09,0.09,0.538,0.04,0.04,0.539,0.014,0.014,M0.5V,3664.0,70.0,70.0,,,"G 107-55, TOI-1730"
LHS 1903 c,LHS 1903,7.08,2.0,3.0,Confirmed,0.01432,0.0022,0.0022,,,,0.18253,0.0071,0.0071,6.226185,3e-05,3e-05,0.0539,0.001,0.001,0.089,0.036,0.036,,,,,2026,2026-02-13,288.0,38.0,38.0,,,,,,,2458844.3692,0.003,0.003,,,,,,,0.513,0.09,0.09,,,,2.4,0.4,0.4,560.0,14.0,14.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,107.86641666666668,48.33038611111111,12.2,,,,,35.6917,0.0833,0.0833,-0.11,0.09,0.09,0.538,0.04,0.04,0.539,0.014,0.014,M0.5V,3664.0,70.0,70.0,,,"G 107-55, TOI-1730"
LHS 1903 d,LHS 1903,7.08,2.0,3.0,Confirmed,0.019,0.003,0.003,,,,0.223,0.0071,0.0071,12.566287,3e-05,3e-05,0.086,0.001,0.001,0.1,0.05,0.05,,,,,2026,2026-02-13,233.0,30.0,30.0,,,,,,,,,,,,,,,,0.33,0.1,0.1,,,,2.48,0.5,0.5,442.0,11.0,11.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,107.86641666666668,48.33038611111111,12.2,,,,,35.6917,0.0833,0.0833,-0.11,0.09,0.09,0.538,0.04,0.04,0.539,0.014,0.014,M0.5V,3664.0,70.0,70.0,,,"G 107-55, TOI-1730"
LHS 1903 e,LHS 1903,7.08,2.0,3.0,Confirmed,0.0182,0.005,0.005,,,,0.1543,0.0054,0.0054,29.31773,0.0003,0.0003,0.151,0.003,0.003,0.014,0.01,0.015,,,,,2026,2026-02-13,263.0,76.0,76.0,,,,,,,2458868.8152,0.008,0.008,,,,,,,0.12,0.09,0.09,,,,1.82,0.5,0.5,333.0,9.0,9.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,107.86641666666668,48.33038611111111,12.2,,,,,35.6917,0.0833,0.0833,-0.11,0.09,0.09,0.538,0.04,0.04,0.539,0.014,0.014,M0.5V,3664.0,70.0,70.0,,,"G 107-55, TOI-1730"
LHS 2397a b,LHS 2397a,1.5,0.6,4.1,Confirmed,64.0,15.0,15.0,,,,,,,5194.0,40.0,40.0,3.09,0.1,0.1,0.35,0.005,0.005,41.9,1.1,1.1,,2003,2024-08-29,38.5,2.4,2.4,2453845.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,Published in a refereed paper,Imaging,Spectrum,,"FME 1 b, LP 732-94 b, 2MASS J11214924-1313084 b",,170.4548837,-13.2190913299,19.57,,11.93,11.23,10.74,14.3905,0.03654,0.03654,,,,0.0839,0.0015,0.0007,,,,M8V,2580.0,50.0,50.0,,,"FME 1, LP 732-94, 2MASS J11214924-1313084"
LHS 2803 b,LHS 2803,4.0,,,Confirmed,55.9,5.76,5.76,,,,,,,,,,1400.0,90.0,90.0,,,,,,,68.17,2012,2025-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,130.0,130.0,,,,,,,Published in a refereed paper,Imaging,Spectrum,,"LP 738-14 b, DEA 1 b, 2MASS J13480721-1344321 b",,207.0303169313287,-13.742110939916945,15.07,12.05,10.41,9.93,9.66,18.1732,0.0279,0.0279,-0.33,0.08,0.08,0.18,0.02,0.02,0.204,0.037,0.037,M4.5V,2960.0,20.0,20.0,,,"DEA 1, LP 738-14, 2MASS J13480721-1344321"
LHS 6176 B,LHS 6176 A,3.5,0.0,10.0,Confirmed,45.0,14.0,14.0,,,,,,,,,,970.0,,,,,,,,,,2013,2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,Published in a refereed paper,Imaging,Spectrum,,"G 48-43 B, 2MASS J09504959+0118135 B",,147.706632848,1.30378519103,13.88,,9.8,9.23,8.95,19.6846,0.0296,0.0296,-0.3,0.1,0.1,,,,,,,M4V,,,,,,"G 48-43, 2MASS J09504959+0118135"
LHS 3154 b,LHS-3154,5.0,2.0,4.0,Confirmed,,0.00264,0.00264,0.04137,0.00264,0.00264,,,,3.71776,0.0008,0.0008,0.0226,0.0002,0.0002,0.076,0.047,0.57,,,,,2023,2023-12-09,82.0,47.0,100.0,2458874.02,0.57,0.67,,,,,,,,,,,,,,,,,,,23.4,1.5,1.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,241.637500011,40.906944468,17.5,,,,,15.7531,0.0084,0.0084,0.0,,,0.112,0.003,0.003,0.14,0.004,0.004,M6.5,2861.0,77.0,77.0,,,
LP 17-276 b,LP 17-276,3.0,,,Confirmed,60.0,,,,,,,,,,,,402.0,,,,,,,,,,2024,2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,122.3458927077,74.39620970235,16.68,,12.02,11.473,11.182,42.03,0.12855,0.12855,-0.19,0.03,0.01,0.174,0.02,0.02,0.205,0.0062,0.0062,M5V,3131.0,157.0,157.0,,,
LP 261-75 b,LP 261-75,0.15,0.05,0.05,Confirmed,21.0,5.0,10.0,,,,,,,,,,450.0,120.0,120.0,,,,,,,,2006,2025-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,50.0,50.0,,,,,,,Published in a refereed paper,Imaging,Spectrum,,"RED 13 b, TOI-1779 b, 2MASS J09510459+3558098 b",,147.76906527,35.9692960422,15.33,11.9,10.58,9.96,9.69,33.995,0.028,0.028,,,,0.3,0.015,0.015,0.308,0.005,0.005,M4.5V,3138.0,157.0,157.0,,,"NLTT 22741, TOI-1779, 2MASS J09510459+3558098"
LP 270-10 b,LP 270-10,6.05,3.45,3.45,Confirmed,50.0,10.0,10.0,,,,,,,,,,1750.0,,,,,,,,,,2024,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Imaging,,,2MASS J13534653+3804235 b,,208.44391666666667,38.07308333333334,13.77,,10.28,9.739,9.493,34.3513,0.034,0.034,-0.11,0.24,0.24,0.3146,0.02,0.02,0.333,0.00985,0.00985,M2V,3568.0,157.0,157.0,,,2MASS J13534653+3804235
LP 342-31 b,LP 342-31,0.3,,,Confirmed,50.0,,,,,,,,,,,,705.0,,,,,,,,,,2014,2026-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Imaging, Astrometry",Astrometry,,"NLTT 52268 b, 2MASS J21510710+3045555",,327.7815933919,30.76916321431,14.3,,,,,47.366,0.107,0.107,,,,0.412,0.02,0.02,0.418,0.0125,0.0125,M3V,3383.0,157.0,157.0,,,NLTT 52268
LP 704-48 Bb,LP 704-48 B,3.7,0.8,0.8,Confirmed,56.0,7.0,8.0,,,,,,,147.6,1.5,1.5,0.286,0.009,0.009,0.1,0.07,0.07,61.0,5.0,5.0,,2012,2024-07-02,-0.3,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,8200.0,400.0,400.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,1.704845502418333,-8.879493247805,,,14.14,13.55,13.13,30.0,3.0,3.0,,,,0.083,,,0.1,,,M8.5V,2400.0,,,,,SDSS J000649.16-085246.3
LP 754-21 b,LP 754-21,14.0,,,Confirmed,,,,,,,,,,,,,4800.0,,,,,,,,,,2024,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,CWISE J200813.66-124502.4,,302.06690320955,-12.7704297464,13.67,,10.315,9.738,9.507,57.6801,0.15985,0.15985,-0.75,0.14,0.07,0.488,0.02,0.02,0.49,0.0146,0.0146,sdM1,3639.0,157.0,157.0,,,
LP 791-18 b,LP 791-18,0.5,0.064,0.064,Confirmed,,,,,,,0.0999,0.0116,0.0116,0.948005,5.8e-06,5.8e-06,0.00969,0.00035,0.00035,,,,87.3,4.9,2.0,,2019,2019-06-25,,,,,,,,,,2358645.04405,0.00066,0.00066,,,,,,,0.54,0.37,0.37,,,,,,,650.0,120.0,120.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,TOI-736.02,,165.691666682,-16.406111124,16.9,,,,,26.493,,,-0.09,0.19,0.19,0.139,0.005,0.005,0.17,0.018,0.018,M6V,2960.0,55.0,55.0,,,
LP 791-18 c,LP 791-18,0.5,0.064,0.064,Confirmed,0.0223,0.0022,0.0022,,,,0.2061,0.0223,0.0223,4.989963,5e-05,5e-05,0.029392,0.001,0.001,,,,89.55,0.5,0.32,,2019,2023-05-19,,,,,,,,,,2458651.29807,0.00041,0.00041,,,,,,,0.28,0.19,0.24,,,,,,,370.0,30.0,30.0,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,TOI-736.01,,165.691666682,-16.406111124,16.9,,,,,26.493,,,-0.09,0.19,0.19,0.139,0.005,0.005,0.17,0.018,0.018,M6V,2960.0,55.0,55.0,,,
LP 791-18 d,LP 791-18,0.5,0.064,0.064,Confirmed,0.0028,0.0006,0.0006,,,,0.0919,0.0036,0.0036,2.75485,0.00013,0.00013,0.0199,0.0002,0.0002,0.0011,0.0008,0.001,89.3,0.4,0.4,,2023,2025-02-03,,,,,,,,,,2458552.37888,0.00038,0.00038,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,,165.691666682,-16.406111124,16.9,,,,,26.493,,,-0.09,0.19,0.19,0.139,0.005,0.005,0.17,0.018,0.018,M6V,2960.0,55.0,55.0,,,
LP 883-372 b,LP 883-372,1.0,,,Confirmed,60.0,,,,,,,,,,,,2500.0,,,,,,,,,,2024,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,21.82185930585,-30.05877683386,13.69,,10.302,9.697,9.446,49.8027,0.08515,0.08515,,,,0.447,0.0204,0.0204,0.45,0.0063,0.0063,M3V,3540.0,157.0,157.0,,,2MASS J01271722-3003315
LP 890-9 b,LP 890-9,7.2,3.1,2.2,Confirmed,0.0415,0.0415,0.0,,,,0.1178,0.00241,0.00473,2.7299025,4e-06,3.4e-06,0.01875,0.0001,0.0001,,,,89.67,0.33,0.22,,2022,2022-09-08,,,,,,,,,,2459447.82637,0.00014,0.00014,,,,,,,,,,,,,25.0,25.0,0.0,396.0,3.0,3.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-4306 b, SPECULOOS-2 b",,64.129166677,-28.31472224,18.0,,,,,32.33,0.05,0.05,-0.028,0.089,0.089,0.118,0.002,0.002,0.1556,0.0086,0.0086,,2850.0,75.0,75.0,,,"TOI-4306, SPECULOOS-2"
LP 890-9 c,LP 890-9,7.2,3.1,2.2,Confirmed,0.0796,0.0796,0.0796,,,,0.12196,0.00348,0.00491,8.457463,2.4e-05,2.4e-05,0.03984,0.00022,0.00022,,,,89.287,0.047,0.026,,2022,2022-09-08,,,,,,,,,,2459520.70598,0.00031,0.00031,,,,,,,,,,,,,33.0,33.0,0.0,272.0,2.0,2.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-4306 c, SPECULOOS-2 c",,64.129166677,-28.31472224,18.0,,,,,32.33,0.05,0.05,-0.028,0.089,0.089,0.118,0.002,0.002,0.1556,0.0086,0.0086,,2850.0,75.0,75.0,,,"TOI-4306, SPECULOOS-2"
LP 94-355 b,LP 94-355,0.3,,,Confirmed,50.0,,,,,,,,,,,,1140.0,,,,,,,,,,2014,2026-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Imaging, Astrometry",Astrometry,,"NLTT 29395 b, 2MASS J12030284+5806037",,180.75504485279,58.09938234292,15.0,,,,,83.1847,0.243,0.243,,,,0.489,0.02,0.02,0.491,0.014,0.014,M1V,3462.0,157.0,157.0,,,NLTT 29395
LP 961-51 b,LP 961-51,14.0,,,Confirmed,,,,50.0,,,,,,,,,5300.0,,,,,,,,,,2024,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,CWISE J115229.05-351105.9,,178.14835533050876,-35.16206871337305,13.032,,9.391,8.693,8.503,53.70936,,,-0.23,0.03,0.03,0.5739,0.0204,0.0204,0.5828,0.0176,0.0176,M3V,3474.0,157.0,157.0,,,
LSPM J0055+5948 b,LSPM J0055+5948,10.0,3.0,3.0,Confirmed,56.0,9.0,9.0,,,,,,,,,,400.0,,,,,,,,,,2020,2024-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.0,82.0,82.0,,,,,,,Published in a refereed paper,Imaging,,,"WISEU 0055+5947, WISEU J005559.88+594745.0, WD 0052+595 b",,13.992915504385833,59.80070416546944,,,15.44,15.21,15.03,22.8,,,,,,0.474,0.01,0.01,0.01,,,DC,4623.0,21.0,21.0,,,"WD 0052+595, 2MASS J00555829+5948024"
LSPM J1459+0851 b,LSPM J1459+0851,4.8,1.8,1.8,Confirmed,66.0,6.0,6.0,,,,,,,,,,21500.0,5000.0,5000.0,,,,,,,385.0,2011,2025-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,150.0,150.0,,,,,,5.45,Published in a refereed paper,Imaging,Spectrum,,"DAY 2 b, ULAS J145931.97+085125.5",,224.88361284654,8.85718334695,,,,,,56.0,13.0,13.0,,,,0.585,,,0.01,,,DC,5535.0,45.0,45.0,,,DAY 2
LSPM J2052+0539 b,LSPM J2052+0539,14.0,,,Confirmed,60.0,,,,,,,,,,,,790.0,,,,,,,,,,2024,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,CWISE J205247.07+053855.7,,313.1945766185,5.65256144892,15.632,,11.925,11.382,11.139,59.4065,0.15155,0.15155,,,,0.254,0.02,0.02,0.28,0.00846,0.00846,M3V,3456.0,157.0,157.0,,,
LSPM J2214+2534 (AB)b,LSPM J2214+2534,14.0,,,Confirmed,30.0,,,,,,,,,,,,1200.0,,,,,,,,,,2024,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,CWISE J221418.15+253432.2,,333.57370127848,25.56843305534,14.509,,10.177,9.624,9.339,50.89423,,,-0.37,0.94,0.6,0.385,0.0217,0.0217,0.394,0.0137,0.0137,M4.3V,3254.0,157.0,157.0,,,
LSR J1835,LSR J1835,0.022,0.004,0.004,Confirmed,55.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,2017,2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,278.75,32.983333353,,,,,,,,,,,,,,,,,,M8.5,,,,,,
LT UMa b,LT UMa,0.55,0.14,0.15,Confirmed,62.5,14.5,14.5,,,,1.13,,,,,,879.0,,,,,,,,,,2006,2025-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.0,29.0,29.0,,,,,,,Published in a refereed paper,Imaging,Spectrum,Flux,HD 74150 b,"CH4, FeH, H, H2O, K, K I, Na, VO",131.19921031182,55.53874924193,9.71,,7.46,7.12,7.0,45.45,,,,,,0.92,0.12,0.12,0.837,0.16,0.16,G8V,5300.0,50.0,50.0,,,HD 74150
LTT 3780 b,LTT 3780,3.1,1.0,6.2,Confirmed,0.00774,0.0006,0.0006,,,,0.11821,0.00517,0.00517,0.76837931,4e-07,4e-07,0.01195,0.00029,0.00029,0.0,,,86.1,0.7,0.9,,2020,2025-07-29,,,,,,,,,,2459606.58098,0.0004,0.0003,,,,,,,0.462,0.094,0.063,,,,3.24,0.2,0.2,903.0,26.0,26.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-732 Ab, TOI-732.01",,154.64485,-11.71784,,,,,,22.04,0.03,0.03,0.06,0.1,0.1,0.38,0.034,0.024,0.38,0.012,0.012,M3V,3358.0,92.0,92.0,,,"TOI-732, TIC 36724087"
LTT 3780 c,LTT 3780,3.1,1.0,6.2,Confirmed,0.0253,0.0016,0.0016,,,,0.2132,0.009,0.009,12.252284,1.3e-05,1.3e-05,0.0757,0.002,0.002,0.024,0.017,0.032,88.96,0.07,0.074,,2020,2025-07-29,-66.0,50.0,110.0,,,,,,,,,,,,,,,,0.794,0.027,0.023,,,,4.22,0.16,0.16,359.0,10.0,10.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-732 Ac, TOI-732.02",,154.64485,-11.71784,,,,,,22.04,0.03,0.03,0.06,0.1,0.1,0.38,0.034,0.024,0.38,0.012,0.012,M3V,3358.0,92.0,92.0,,,"TOI-732, TIC 36724087"
